X1,X2,Y1,J11,J12,
-0.768066,0.737540,20.783267,60.891343,-61.164321,
0.739502,-0.260402,21.926941,-61.216212,-63.218499,
-0.246826,0.624371,27.350304,-63.313013,-43.004232,
1.271729,0.970736,14.089193,64.790661,-9.546438,
-0.388428,-0.922268,19.812417,-41.303686,27.637293,
0.324463,-0.011203,14.639974,56.728463,-4.441348,
-0.039307,1.459991,22.122233,-15.438985,18.549125,
1.083740,-0.714220,15.266372,33.722421,59.822343,
-0.913330,0.232282,11.223612,30.723036,62.907455,
0.707764,0.839278,18.508177,-59.216787,-51.524410,
-0.102783,-0.223823,10.437142,-38.020430,-62.431522,
1.461548,0.403749,40.235080,17.956143,36.531479,
-0.638062,1.037799,18.232467,46.645265,16.858201,
0.411743,-0.824341,24.847567,33.907425,54.452576,
0.157837,0.060433,5.268323,52.903906,23.409614,
0.987915,1.250419,12.594674,-2.790538,65.332473,
-0.723511,-0.611721,30.190131,60.516578,39.348174,
0.809692,0.362216,23.604442,-56.844792,48.574855,
-0.367065,0.907484,19.310660,-47.321813,-32.686560,
1.254028,-0.441396,31.350196,65.319785,-23.499392,
-0.494019,0.505106,40.486979,-3.348861,-1.005182,
0.369019,1.204694,25.579507,46.804848,62.712651,
0.027222,-0.774044,9.240836,10.748811,60.568146,
1.179565,-0.146472,11.074595,59.137832,-50.293791,
-0.934692,1.321292,17.780743,23.195561,59.275418,
0.598511,-0.448255,38.180073,-35.257355,-20.966681,
-0.175415,0.158741,10.114427,-56.408617,53.100199,
1.357788,0.689148,32.316023,51.680275,-56.916625,
-0.536743,-0.339659,35.478295,13.303622,-53.802104,
0.513062,0.644566,36.795617,-4.124573,-48.252665,
