X1,X2,Y1,J11,J12,
-0.768066,0.737540,20.783267,60.891343,-61.164321,
0.739502,-0.260402,21.926941,-61.216212,-63.218499,
-0.246826,0.624371,27.350304,-63.313013,-43.004232,
1.271729,0.970736,14.089193,64.790661,-9.546438,
-0.388428,-0.922268,19.812417,-41.303686,27.637293,
0.324463,-0.011203,14.639974,56.728463,-4.441348,
-0.039307,1.459991,22.122233,-15.438985,18.549125,
1.083740,-0.714220,15.266372,33.722421,59.822343,
-0.913330,0.232282,11.223612,30.723036,62.907455,
0.707764,0.839278,18.508177,-59.216787,-51.524410,
-0.102783,-0.223823,10.437142,-38.020430,-62.431522,
1.461548,0.403749,40.235080,17.956143,36.531479,
-0.638062,1.037799,18.232467,46.645265,16.858201,
0.411743,-0.824341,24.847567,33.907425,54.452576,
0.157837,0.060433,5.268323,52.903906,23.409614,
0.987915,1.250419,12.594674,-2.790538,65.332473,
-0.723511,-0.611721,30.190131,60.516578,39.348174,
0.809692,0.362216,23.604442,-56.844792,48.574855,
-0.367065,0.907484,19.310660,-47.321813,-32.686560,
1.254028,-0.441396,31.350196,65.319785,-23.499392,
-0.494019,0.505106,40.486979,-3.348861,-1.005182,
0.369019,1.204694,25.579507,46.804848,62.712651,
0.027222,-0.774044,9.240836,10.748811,60.568146,
1.179565,-0.146472,11.074595,59.137832,-50.293791,
-0.934692,1.321292,17.780743,23.195561,59.275418,
0.598511,-0.448255,38.180073,-35.257355,-20.966681,
-0.175415,0.158741,10.114427,-56.408617,53.100199,
1.357788,0.689148,32.316023,51.680275,-56.916625,
-0.536743,-0.339659,35.478295,13.303622,-53.802104,
0.513062,0.644566,36.795617,-4.124573,-48.252665,
0.229858,1.004649,9.804260,62.789091,3.844262,
0.914368,-0.994665,3.243916,-30.369896,0.116272,
-0.833679,-0.048163,6.132942,52.678223,-18.821582,
0.787415,1.484758,30.449476,-59.528841,8.977458,
-0.272156,-0.690977,25.563215,-62.768335,57.178509,
1.319641,0.255525,26.391205,59.551424,63.305047,
-0.450378,0.766499,29.273440,-20.174731,-60.961539,
0.262512,-0.169715,16.049849,63.162810,-55.345107,
0.008606,0.437281,19.439423,3.413052,24.999160,
1.058411,1.071712,3.932779,24.662235,29.505780,
-0.865417,-0.893309,7.078193,45.290878,37.248793,
0.642151,0.082914,18.015372,-47.665293,31.438344,
-0.080505,1.276330,14.534590,-30.605168,64.526656,
1.452698,-0.585810,40.596479,21.305861,31.087254,
-0.661560,0.326398,30.437464,52.055023,56.383595,
0.461487,0.933394,21.655824,15.979416,-23.667239,
0.097717,-0.407484,20.359461,36.394228,-35.316494,
1.015686,0.539018,21.071673,8.213950,-14.171985,
-0.732361,1.131154,16.129450,60.981635,48.375360,
0.844788,-0.730986,16.830053,-50.324516,60.922029,
-0.317322,-0.123990,17.105214,-57.928718,-44.394040,
1.188416,1.354062,25.554579,60.563248,52.581157,
-0.471741,-0.518366,40.267513,-12.041269,6.197833,
0.358337,0.177793,22.070568,49.545185,56.831119,
0.060486,0.723061,12.924578,23.429144,-60.487784,
1.124939,-0.305746,17.716637,46.661666,-59.628354,
-0.996643,0.594904,19.623619,-0.668120,-34.095655,
0.624451,1.016715,18.574178,-43.026320,8.620096,
-0.186096,-0.962023,7.335286,-58.206916,12.926776,
1.391052,-0.015521,19.729888,42.511683,-6.148783,
-0.591370,1.411091,39.217555,32.939534,36.124794,
0.560974,-0.636234,36.549292,-22.365126,46.179228,
0.193542,0.279404,18.479112,59.306979,62.321425,
0.906433,0.792664,10.480203,-33.034513,-59.002515,
-0.797668,-0.246431,17.522253,58.439321,-63.308917,
0.735535,0.460016,31.346345,-61.101445,16.539462,
-0.221497,1.128741,12.638809,-62.269901,47.718133,
1.289734,-0.856856,18.647512,63.463384,47.480695,
-0.399719,0.045064,18.639785,-37.820689,17.644020,
